City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
476,port saint john's,-31.6229,29.5448,20.8,75,17,4.82,ZA,1690614134
477,carolina,18.3808,-65.9574,28.35,93,20,3.09,PR,1690614134
478,kyzyl,51.7,94.45,30.65,30,100,0.92,RU,1690614136
479,nelson bay,-32.7167,152.15,22.03,74,84,4.47,AU,1690614137
480,kasangulu,-4.5911,15.1708,21.52,65,62,1.85,CD,1690614138
481,tefe,-3.3542,-64.7114,24.14,63,68,0.47,BR,1690614139
482,charlottetown,46.2352,-63.1267,21.16,96,100,5.14,CA,1690613874
483,warrnambool,-38.3833,142.4833,14.01,76,2,6.86,AU,1690614141
484,lazaro cardenas,17.9583,-102.2,26.33,86,33,1.46,MX,1690614142
485,hyderabad,17.3753,78.4744,28.23,69,75,6.17,IN,1690614023
486,vanino,49.0869,140.2543,18.86,98,100,1.09,RU,1690614143
487,berlin,52.5244,13.4105,22.19,89,0,3.13,DE,1690613894
488,floro,61.5996,5.0328,15.98,82,40,0.0,NO,1690614144
489,queenstown,-31.8976,26.8753,17.53,39,85,7.6,ZA,1690614144
490,ghadamis,30.1337,9.5007,36.23,19,0,3.96,LY,1690614145
491,eyl,7.9803,49.8164,27.99,55,100,12.31,SO,1690614145
492,dauphin,51.1494,-100.0502,8.08,100,0,2.57,CA,1690614122
493,silver springs shores,29.1044,-82.0206,25.53,89,1,1.91,US,1690614146
494,la troncal,-2.4,-79.3333,23.23,90,42,0.31,EC,1690614147
495,sao joao da barra,-21.6403,-41.0511,20.35,89,83,6.57,BR,1690614147
496,codrington,-38.2667,141.9667,13.73,71,0,6.45,AU,1690614148
497,lycksele,64.5954,18.6735,17.46,72,75,5.66,SE,1690614148
498,walvis bay,-22.9575,14.5053,12.27,78,83,5.61,NA,1690614149
499,priob'ye,62.5206,65.5964,23.6,49,0,7.23,RU,1690614149
500,hami,42.8,93.45,43.13,7,100,12.22,CN,1690614149
501,springs,-26.25,28.4,15.18,70,100,5.99,ZA,1690614031
502,staraya kulatka,52.7167,47.6167,29.83,35,100,5.82,RU,1690614150
503,nuku'alofa,-21.1333,-175.2,18.19,82,20,1.54,TO,1690614145
504,shache,38.4167,77.2406,31.13,27,100,4.41,CN,1690614151
505,tralee,52.2704,-9.7026,14.0,90,56,6.71,IE,1690614412
506,sosnytsya,51.5239,32.4999,20.6,54,15,2.31,UA,1690614152
507,puerto lempira,15.2667,-83.7667,25.37,93,100,3.55,HN,1690614153
508,abhar,36.1468,49.218,26.56,40,58,3.96,IR,1690614153
509,union,40.6334,-74.2663,27.94,78,0,2.06,US,1690614153
510,itaueira,-7.6033,-43.0256,23.06,63,0,4.09,BR,1690614154
511,guerrero negro,27.9769,-114.0611,20.7,80,7,3.59,MX,1690614154
512,mount isa,-20.7333,139.5,29.87,26,5,2.57,AU,1690614155
513,sarmiento,-45.5882,-69.07,9.36,65,0,15.36,AR,1690614155
514,cidreira,-30.1811,-50.2056,10.13,77,74,2.93,BR,1690614156
515,arawa,-6.2132,155.5367,26.28,89,100,0.85,PG,1690614156
516,usogorsk,63.4106,48.6872,25.95,58,9,4.97,RU,1690614157
517,vernal,40.4555,-109.5287,24.25,36,0,1.54,US,1690614157
518,wewak,-3.5534,143.6268,28.29,78,93,4.27,PG,1690614158
519,trairi,-3.2778,-39.2689,24.63,87,60,4.69,BR,1690613908
520,yanqul,23.5905,56.5501,38.2,32,82,3.19,OM,1690614159
521,tsiombe,-25.3,45.4833,23.55,45,0,2.53,MG,1690614159
522,bam,29.106,58.357,38.28,16,5,4.35,IR,1690614160
523,kargat,55.1956,80.2811,20.08,72,100,0.41,RU,1690614160
524,akureyri,65.6835,-18.0878,8.96,87,100,2.57,IS,1690614161
525,bhamo,24.2667,97.2333,26.38,94,100,0.84,MM,1690614161
526,birao,10.2849,22.7882,25.65,78,100,1.81,CF,1690614161
527,keflavik,64.0049,-22.5624,11.24,82,0,3.09,IS,1690614162
528,oroqen zizhiqi,50.5667,123.7167,23.79,61,100,1.87,CN,1690614162
529,shantobe,52.4581,68.1839,27.61,36,33,6.25,KZ,1690614163
530,lata,40.1629,-8.3327,20.6,89,98,0.58,PT,1690614163
531,emerald,-23.5333,148.1667,24.08,39,6,3.03,AU,1690614164
532,belel,7.05,14.4333,19.03,85,61,0.96,CM,1690614164
533,bocas del toro,9.3333,-82.25,23.89,80,95,1.79,PA,1690614164
534,bima,-8.4667,118.7167,31.09,43,61,3.81,ID,1690614165
535,altay,47.8667,88.1167,25.11,35,76,6.49,CN,1690614166
536,al qadarif,14.0349,35.3834,28.74,59,100,5.28,SD,1690614167
537,viedma,-40.8135,-62.9967,11.68,56,100,9.86,AR,1690613904
538,weno,7.4515,151.8468,29.02,76,100,6.51,FM,1690614168
539,richards bay,-28.783,32.0377,20.83,59,100,5.27,ZA,1690614168
540,ubari,26.5921,12.7805,30.92,24,76,4.7,LY,1690614169
541,sabang,5.8933,95.3214,28.43,78,66,10.61,ID,1690614169
542,novyy urgal,51.0736,132.5642,23.41,70,100,0.78,RU,1690614170
543,luderitz,-26.6481,15.1594,12.63,75,25,6.94,NA,1690614162
544,nogliki,51.8333,143.1667,11.56,98,100,3.19,RU,1690614170
545,borogontsy,62.6683,131.1683,25.64,29,5,2.14,RU,1690614171
546,omutinskiy,56.4745,67.6709,20.7,70,99,6.27,RU,1690614171
547,creel,27.75,-107.6333,15.76,45,81,1.5,MX,1690614172
548,ust-tsilma,65.441,52.1498,24.48,49,83,3.78,RU,1690614172
549,perols,43.5631,3.952,23.55,88,100,3.09,FR,1690614173
550,obock,12.25,43.0833,35.51,26,83,5.93,DJ,1690614173
551,singleton,-32.5667,151.1833,22.18,51,88,2.42,AU,1690614173
552,los altos,37.3852,-122.1141,18.18,74,0,3.09,US,1690614174
553,alta sierra,35.7291,-118.5495,17.84,43,4,2.44,US,1690614174
554,esquel,-42.9,-71.3167,4.81,98,100,2.3,AR,1690614175
555,saguenay,48.4168,-71.0657,15.06,76,75,7.72,CA,1690614047
556,mbanza-ngungu,-5.25,14.8667,19.97,71,96,1.99,CD,1690614176
557,sedro-woolley,48.5039,-122.2361,17.73,78,40,2.57,US,1690614176
558,gamay,12.3854,125.2979,28.94,73,100,5.31,PH,1690614176
559,gisborne,-38.6533,178.0042,8.08,81,8,2.35,NZ,1690614177
560,nar'yan-mar,67.6713,53.087,20.98,58,87,3.06,RU,1690614177
561,salalah,17.0151,54.0924,26.05,89,100,5.14,OM,1690614429
562,thunder bay,48.4001,-89.3168,15.99,94,100,2.06,CA,1690614178
563,vitorino freire,-4.0667,-45.1667,21.63,92,3,0.62,BR,1690614179
564,labytnangi,66.6572,66.4183,22.53,45,0,4.47,RU,1690614179
565,san carlos del zulia,9.0,-71.9135,24.63,89,100,1.09,VE,1690614179
566,north logan,41.7694,-111.8047,25.08,39,82,1.34,US,1690614010
567,pindushi,62.9152,34.58,18.26,59,0,5.48,RU,1690614180
568,egilsstadir,65.2653,-14.3948,7.95,100,100,2.57,IS,1690614181
